Item_id,Location1,Location2,room_size,area,current_floor,total_from,building_type,repair_status,bill_of_sale,price (AZN)
4994979,xetai,Şah İsmayıl Xətai m.,3,163,7,17,new,No,Yes,380000
4994960,xetai,Əhmədli m.,5,110,3,9,old,Yes,Yes,188000
4994957,xetai,Şah İsmayıl Xətai m.,2,90,4,17,new,No,No,292000
4994954,xetai,Xətai r.,2,55,2,16,new,Yes,Yes,130000
4838141,xetai,Ağ şəhər q.,3,144,6,7,new,Yes,Yes,600000
4834440,xetai,Ağ şəhər q.,4,214,5,7,new,Yes,Yes,850000
4994942,xetai,Ağ şəhər q.,3,157,11,20,new,No,No,550000
4910883,xetai,Ağ şəhər q.,3,108,6,6,new,Yes,Yes,540000
4830977,xetai,Ağ şəhər q.,2,48,4,6,new,Yes,No,350000
4916647,xetai,Ağ şəhər q.,3,84,7,7,new,Yes,Yes,325000
4707825,xetai,Şah İsmayıl Xətai m.,2,64,8,16,new,Yes,Yes,202000
4994924,xetai,Əhmədli m.,2,65,7,9,old,Yes,Yes,129000
4616822,xetai,Şah İsmayıl Xətai m.,3,108,4,20,new,No,No,300000
4887156,xetai,Əhmədli q.,2,70,2,16,new,Yes,Yes,175000
4994899,xetai,NZS q.,1,25,3,3,new,No,No,35000
4960014,xetai,Xətai r.,2,95,2,20,new,Yes,Yes,210000
4994885,xetai,Xətai r.,4,146,15,20,new,Yes,Yes,365000
4994868,xetai,Şah İsmayıl Xətai m.,1,68,4,19,new,Yes,No,205000
4994849,xetai,Ağ şəhər q.,4,202,7,8,new,Yes,No,740000
4994839,xetai,Əhmədli m.,3,80,5,9,old,Yes,Yes,167000
4957790,xetai,Şah İsmayıl Xətai m.,4,130,10,15,new,Yes,Yes,310000
4810296,xetai,Həzi Aslanov m.,2,82,13,13,new,No,No,99000
4809644,xetai,Həzi Aslanov m.,2,74,13,13,new,No,No,89000
4810355,xetai,Həzi Aslanov m.,2,67,13,13,new,No,No,81000
4994824,xetai,Şah İsmayıl Xətai m.,3,126.2,13,20,new,No,No,420000
4994821,xetai,Ağ şəhər q.,3,158,16,20,new,No,No,612300
4994818,xetai,Həzi Aslanov m.,2,55,1,5,old,Yes,Yes,124000
4586595,xetai,Xətai r.,3,112,19,19,new,Yes,Yes,237000
4994800,xetai,Şah İsmayıl Xətai m.,4,183,10,18,new,Yes,Yes,460000
4994787,xetai,Ağ şəhər q.,3,157,17,20,new,No,No,612000
4994752,xetai,Xətai r.,4,138.4,4,19,new,Yes,Yes,310000
4994742,xetai,Xətai r.,2,65,6,20,new,Yes,No,380000
4994716,xetai,Şah İsmayıl Xətai m.,3,98,4,20,new,Yes,Yes,280000
4994707,xetai,Əhmədli m.,2,56,9,9,old,Yes,Yes,119000
4994701,xetai,Xətai r.,3,87,9,19,new,Yes,Yes,235000
4994683,xetai,Həzi Aslanov m.,2,45,15,16,new,Yes,Yes,130000
4966304,xetai,Şah İsmayıl Xətai m.,2,70,5,17,new,Yes,Yes,239000
4606031,xetai,Şah İsmayıl Xətai m.,3,185,17,19,new,Yes,Yes,378000
4994620,xetai,Həzi Aslanov m.,3,80,9,9,old,Yes,Yes,153000
4994618,xetai,Xətai r.,3,67,4,14,new,Yes,Yes,180000
4994617.html,xetai,Şah İsmayıl Xətai m.,3,160,15,15,new,Yes,Yes,495000
4762633,xetai,Həzi Aslanov m.,2,75.4,3,15,new,Yes,Yes,150800
4994587,xetai,Həzi Aslanov m.,3,120,6,16,new,Yes,Yes,218000
4994581,xetai,Şah İsmayıl Xətai m.,3,105,16,16,new,Yes,Yes,285000
4994578,xetai,Köhnə Günəşli q.,2,65,8,9,old,Yes,Yes,125000
4994569,xetai,Əhmədli m.,3,60,5,10,new,Yes,No,137000
4994499,xetai,Xalqlar Dostluğu m.,4,186,8,17,new,Yes,Yes,367000
4828279,xetai,Əhmədli m.,2,119,15,19,new,Yes,Yes,220000
4994478,xetai,Şah İsmayıl Xətai m.,2,55,5,5,old,Yes,Yes,160000
4994458,xetai,Xətai r.,3,75,7,9,old,Yes,Yes,162000
4994455,xetai,Ağ şəhər q.,3,120,16,20,new,Yes,No,650000
4994364,xetai,Həzi Aslanov m.,2,92,17,17,new,Yes,Yes,145000
4904469,xetai,Həzi Aslanov m.,3,126,8,17,new,Yes,Yes,258000
4994433,xetai,Həzi Aslanov q.,3,80,2,9,old,Yes,Yes,150000
4994432,xetai,Həzi Aslanov m.,3,103,6,17,new,Yes,Yes,230000
4601407,xetai,Həzi Aslanov m.,2,65,10,16,new,Yes,No,158000
4582097,xetai,Şah İsmayıl Xətai m.,4,183,11,18,new,Yes,Yes,460000
4994316,xetai,Həzi Aslanov m.,2,65,4,9,old,Yes,Yes,123000
4910600,xetai,Ağ şəhər q.,3,120,7,20,new,No,No,540000
4310702,xetai,Ağ şəhər q.,4,185,6,20,new,No,No,832500
4910353,xetai,Ağ şəhər q.,4,121,7,7,new,Yes,No,540000
4994293,xetai,Köhnə Günəşli q.,2,42,8,9,old,Yes,Yes,88000
4975927,xetai,Şah İsmayıl Xətai m.,2,95,20,20,new,Yes,Yes,179000
4994283,xetai,Xətai r.,3,105,16,17,new,Yes,Yes,285000
4994277,xetai,Xalqlar Dostluğu m.,2,56,16,17,new,Yes,Yes,154000
4983949,xetai,Şah İsmayıl Xətai m.,4,181,4,14,new,Yes,Yes,650000
4190182,xetai,Şah İsmayıl Xətai m.,3,130,16,19,new,Yes,Yes,370000
4016934,xetai,Şah İsmayıl Xətai m.,4,159,3,16,new,Yes,Yes,395000
4344810,xetai,Xətai r.,2,81.5,3,23,new,No,Yes,160000
4994217,xetai,Xətai r.,2,60,6,9,new,Yes,Yes,130000
4994163,xetai,Köhnə Günəşli q.,5,70,5,9,old,Yes,Yes,180000
4994148,xetai,Əhmədli m.,2,76,5,20,new,Yes,Yes,146000
4994142,xetai,Şah İsmayıl Xətai m.,4,240,10,16,new,Yes,Yes,600000
4926891,xetai,Həzi Aslanov m.,3,75,7,9,new,Yes,Yes,167000
4994117,xetai,Əhmədli m.,2,60,12,13,new,Yes,Yes,155000
4994100,xetai,Həzi Aslanov m.,1,50,5,5,old,Yes,Yes,79000
4994073,xetai,Həzi Aslanov m.,3,89,13,17,new,Yes,Yes,172000
4994054,xetai,Əhmədli q.,2,53,13,19,new,Yes,Yes,152000
4994048,xetai,Xalqlar Dostluğu m.,3,80,6,9,old,Yes,Yes,159000
4994038,xetai,Əhmədli q.,2,45,4,12,new,Yes,No,120000
4397024,xetai,Həzi Aslanov m.,3,75,7,9,old,Yes,Yes,139000
4563710,xetai,Həzi Aslanov m.,3,115,11,17,new,Yes,Yes,232500
4993997,xetai,Şah İsmayıl Xətai m.,2,102,12,17,new,No,No,265000
4993993,xetai,Həzi Aslanov m.,3,98,14,15,new,Yes,Yes,175000
4993992,xetai,Əhmədli m.,2,80,4,16,new,Yes,Yes,173000
4919050,xetai,Ağ şəhər q.,3,128,3,7,new,No,No,530000
4895503,xetai,Həzi Aslanov m.,2,70,4,16,new,Yes,Yes,172000
4993985,xetai,Şah İsmayıl Xətai m.,3,106,16,18,new,Yes,Yes,285000
4993981,xetai,Əhmədli m.,2,55,8,9,old,Yes,Yes,128000
4993975,xetai,Həzi Aslanov m.,2,65,13,27,new,Yes,Yes,144900
4951969,xetai,Ağ şəhər q.,3,149,3,8,new,No,No,551000
4993943,xetai,Həzi Aslanov q.,3,117,4,16,new,Yes,Yes,230000
4993935,xetai,Əhmədli m.,3,90,1,9,old,Yes,Yes,138000
4219838,xetai,Ağ şəhər q.,3,116.1,5,7,new,Yes,No,780000
4993927,xetai,Həzi Aslanov m.,2,140,9,19,new,Yes,Yes,309000
4993920,xetai,Həzi Aslanov m.,3,103,6,17,new,Yes,Yes,200000
4905274,xetai,Həzi Aslanov m.,3,126,6,19,new,Yes,Yes,260000
4859035,xetai,Həzi Aslanov m.,3,80,1,9,old,Yes,Yes,141000
4993910,xetai,Əhmədli m.,2,70,5,19,new,Yes,Yes,140000
4993881,xetai,Həzi Aslanov m.,3,82,5,16,new,Yes,Yes,165000
4051610,xetai,Həzi Aslanov m.,3,126,12,19,new,Yes,Yes,285000
4877146,xetai,Həzi Aslanov m.,3,105,5,18,new,Yes,Yes,278000
4907308,xetai,Həzi Aslanov m.,2,60,5,5,old,Yes,Yes,110000
4993870,xetai,Həzi Aslanov q.,4,141,7,17,new,Yes,Yes,330000
4993850,xetai,Xətai r.,3,75,7,9,old,Yes,Yes,162000
4694749,xetai,Ağ şəhər q.,3,118,7,8,new,No,No,395000
4993841,xetai,Xətai r.,3,67,3,14,new,Yes,Yes,179000
4993844,xetai,Həzi Aslanov m.,3,90,1,9,old,Yes,Yes,138000
4529398,xetai,Şah İsmayıl Xətai m.,3,105,16,17,new,Yes,Yes,285000
4993839,xetai,Həzi Aslanov m.,3,70,8,9,old,Yes,Yes,181000
4800479,xetai,Ağ şəhər q.,3,141,4,8,new,No,No,500000
4993809,xetai,Həzi Aslanov m.,3,80,8,9,old,Yes,Yes,174000
4798919,xetai,Əhmədli q.,1,50,2,10,new,No,No,92000
4993802,xetai,Həzi Aslanov m.,3,115,11,17,new,Yes,Yes,235000
4993791,xetai,Köhnə Günəşli q.,2,60,15,17,new,Yes,Yes,134000
4905728,xetai,Həzi Aslanov m.,3,80,6,9,old,Yes,Yes,169500
4916741,xetai,Şah İsmayıl Xətai m.,4,176,13,18,new,Yes,Yes,425000
4993724,xetai,Əhmədli q.,2,60,1,9,old,Yes,Yes,118000
4879305,xetai,Xalqlar Dostluğu m.,2,56,4,9,old,Yes,Yes,149000
4901607,xetai,Ağ şəhər q.,3,140.4,7,8,new,No,No,464000
4993676,xetai,Xətai r.,2,65,6,20,new,Yes,No,380000
4983006,xetai,Şah İsmayıl Xətai m.,3,86,7,16,new,Yes,Yes,250000
4840429,xetai,Xətai r.,3,141,7,8,new,No,No,463500
4917500,xetai,Şah İsmayıl Xətai m.,3,83,7,7,new,Yes,Yes,330000
4677100,xetai,Həzi Aslanov m.,4,155,16,20,new,No,Yes,284000
4844459,xetai,Şah İsmayıl Xətai m.,4,268,22,27,new,Yes,Yes,990000
4993600,xetai,Əhmədli q.,4,140,3,19,new,Yes,Yes,287000
4917547,xetai,Şah İsmayıl Xətai m.,3,150,8,17,new,Yes,Yes,470000
4907840,xetai,Əhmədli m.,2,60,6,9,old,Yes,Yes,154000
4993592,xetai,Şah İsmayıl Xətai m.,3,156,3,17,new,Yes,Yes,320000
4993584,xetai,Şah İsmayıl Xətai m.,1,63,12,16,new,Yes,Yes,175000
4915925,xetai,Həzi Aslanov m.,2,54,17,17,new,Yes,No,127000
4993565,xetai,Əhmədli m.,2,70.2,9,9,old,No,Yes,132000
4993538,xetai,Həzi Aslanov m.,3,118,3,17,new,Yes,Yes,260000
4993536,xetai,Həzi Aslanov m.,2,63,20,20,new,Yes,Yes,135000
4832334,xetai,Şah İsmayıl Xətai m.,2,80,6,16,new,Yes,Yes,335000
4056086,xetai,Həzi Aslanov m.,3,125,12,18,new,No,Yes,205000
4959030,xetai,Həzi Aslanov m.,2,70,13,16,new,Yes,Yes,135000
4993405,xetai,Ağ şəhər q.,4,160,7,7,new,No,No,638000
4993396,xetai,Ağ şəhər q.,4,160,7,7,new,No,No,638000
4993385,xetai,Ağ şəhər q.,5,193,3,7,new,No,No,790000
4993383,xetai,Ağ şəhər q.,5,193,5,7,new,No,No,790000
4993374,xetai,Xətai r.,2,70,11,18,new,Yes,Yes,125000
4993368,xetai,Ağ şəhər q.,2,101,5,7,new,No,No,415000
4993364,xetai,Ağ şəhər q.,2,101,5,7,new,No,No,415000
4993346,xetai,Həzi Aslanov q.,2,93,4,16,new,Yes,No,260000
4993344,xetai,Ağ şəhər q.,3,134,2,7,new,No,No,548000
4993322,xetai,Ağ şəhər q.,3,134,2,7,new,No,No,548000
4993320,xetai,Ağ şəhər q.,3,117,6,7,new,No,No,465000
4993309,xetai,Şah İsmayıl Xətai m.,3,138,7,16,new,No,No,315000
4442091,xetai,Həzi Aslanov m.,2,60,8,9,old,Yes,Yes,120000
4993288,xetai,Ağ şəhər q.,3,117,6,7,new,No,No,465000
4993280,xetai,Şah İsmayıl Xətai m.,2,55,5,5,old,Yes,Yes,155000
4993249,xetai,Ağ şəhər q.,5,245,4,7,new,No,No,770000
4993243,xetai,Həzi Aslanov q.,2,62,2,4,new,Yes,No,89000
4993241,xetai,Əhmədli q.,5,110,7,9,old,Yes,Yes,220000
4993153,xetai,Xətai r.,3,94,7,16,new,Yes,Yes,260000
4993149,xetai,Əhmədli m.,3,90,1,9,old,Yes,Yes,138000
4993141,xetai,Xətai r.,3,100,10,17,new,Yes,Yes,190000
4993115,xetai,Əhmədli m.,2,61,5,16,new,Yes,Yes,160000
4993101,xetai,Şah İsmayıl Xətai m.,3,150,8,17,new,Yes,Yes,495000
4993094,xetai,Həzi Aslanov m.,3,98,8,17,new,Yes,Yes,225000
4993071,xetai,Xətai r.,1,64,19,20,new,No,Yes,183000
4993060,xetai,Köhnə Günəşli q.,2,60,5,9,old,Yes,Yes,119000
4993041,xetai,Şah İsmayıl Xətai m.,3,150,16,17,new,Yes,Yes,500000
4993023,xetai,Həzi Aslanov m.,5,210,19,19,new,No,Yes,570000
4955133,xetai,Həzi Aslanov m.,3,105,9,16,new,Yes,Yes,222000
4993012,xetai,Həzi Aslanov m.,3,125,17,20,new,Yes,Yes,269000
4992991,xetai,Həzi Aslanov m.,3,88,13,17,new,Yes,Yes,172000
4848349,xetai,Əhmədli m.,3,85,9,9,old,Yes,Yes,151000
4849193,xetai,Həzi Aslanov m.,2,98,12,14,new,Yes,No,179000
4992977,xetai,Həzi Aslanov m.,3,95,14,19,new,Yes,Yes,188000
4992978,xetai,Əhmədli m.,3,82,20,20,new,Yes,Yes,220000
4816737,xetai,Həzi Aslanov m.,2,58,9,16,new,Yes,Yes,123000
4845234,xetai,Köhnə Günəşli q.,3,80,8,9,old,Yes,Yes,150000
4992905,xetai,Həzi Aslanov m.,3,93,10,13,new,Yes,Yes,195000
4915548,xetai,Xətai r.,2,75.2,6,10,new,No,No,139120
4829155,xetai,Şah İsmayıl Xətai m.,3,120,5,17,new,Yes,Yes,348000
4638952,xetai,Ağ şəhər q.,3,119.3,15,20,new,Yes,Yes,290000
4910842,xetai,Həzi Aslanov m.,4,155,4,20,new,No,Yes,290000
4843321,xetai,Həzi Aslanov m.,3,80,4,9,old,Yes,Yes,158000
4832988,xetai,Həzi Aslanov m.,3,124,7,18,new,Yes,Yes,229000
4832764,xetai,Həzi Aslanov m.,3,124,12,17,new,Yes,Yes,219000
4913060,xetai,Həzi Aslanov m.,3,120,11,16,new,No,Yes,208000
4903276,xetai,Ağ şəhər q.,3,144,6,7,new,Yes,Yes,570000
3798222,xetai,Əhmədli m.,3,80,5,9,old,Yes,Yes,168000
4937810,xetai,Şah İsmayıl Xətai m.,2,68,4,19,new,Yes,No,205000
4992867,xetai,Həzi Aslanov q.,3,101,9,16,new,Yes,No,220000
4992858,xetai,Xətai r.,4,90,1,9,old,Yes,Yes,165000
4992851,xetai,Xətai r.,3,125,10,19,new,No,No,260000
4990623,xetai,Əhmədli m.,2,60,4,9,old,Yes,Yes,150000
4992816,xetai,Köhnə Günəşli q.,2,60,2,9,old,Yes,Yes,132000
4992820,xetai,Həzi Aslanov m.,2,95,4,20,new,Yes,Yes,230000
4992815,xetai,Köhnə Günəşli q.,2,60,8,9,old,Yes,Yes,132000
4915852,xetai,Xətai r.,3,162,12,20,new,No,No,540000
4992803,xetai,Ağ şəhər q.,3,120,16,20,new,Yes,No,649000
4992789,xetai,Ağ şəhər q.,3,118,2,7,new,No,No,424000
4992778,xetai,Ağ şəhər q.,2,60,5,7,new,No,No,305000
4992761,xetai,Xətai r.,3,145,3,7,new,No,No,650000
4992745,xetai,Şah İsmayıl Xətai m.,4,175,12,17,new,Yes,Yes,450000
4992737,xetai,Həzi Aslanov m.,2,97,7,19,new,Yes,Yes,224000
4871340,xetai,Xətai r.,2,71,6,9,old,Yes,Yes,111500
4992709,xetai,Əhmədli m.,2,52,6,9,old,Yes,Yes,130000
4543422,xetai,Həzi Aslanov m.,3,75,1,9,new,Yes,Yes,145000
4774461,xetai,Həzi Aslanov m.,3,70,8,9,new,Yes,Yes,163000
4195813,xetai,Əhmədli q.,2,65,8,9,old,Yes,Yes,128000
4992702,xetai,Əhmədli q.,5,91.5,3,9,old,Yes,Yes,235000
4967305,xetai,Həzi Aslanov m.,3,92,12,16,new,Yes,Yes,160000
4992692,xetai,Həzi Aslanov m.,2,51.1,7,15,new,Yes,Yes,146000
4895431,xetai,Əhmədli m.,3,111,5,16,new,Yes,Yes,277000
4992653,xetai,Ağ şəhər q.,3,157,11,20,new,No,No,550000
4876453,xetai,Həzi Aslanov m.,2,90,5,16,new,Yes,Yes,175500
4556004,xetai,Xətai r.,2,58,2,5,old,Yes,Yes,95000
4902092,xetai,Ağ şəhər q.,4,141,7,8,new,No,No,479400
4567298,xetai,Xətai r.,4,220,8,20,new,No,No,1210000
4846904,xetai,Xətai r.,3,100,3,7,new,Yes,No,720000
4887599,xetai,Şah İsmayıl Xətai m.,3,104,4,21,new,Yes,Yes,260000
4916168,xetai,Şah İsmayıl Xətai m.,2,60,10,17,new,Yes,No,210000
4515789,xetai,Xətai r.,3,82,6,20,new,Yes,Yes,153000
4992512,xetai,Həzi Aslanov m.,2,70,11,17,new,Yes,Yes,125000
4992513,xetai,Həzi Aslanov m.,3,90,8,13,new,Yes,Yes,225000
4633556,xetai,Şah İsmayıl Xətai m.,3,82,3,5,old,Yes,Yes,220000
4992426,xetai,Əhmədli q.,3,76,7,9,old,Yes,Yes,140000
4852096,xetai,Şah İsmayıl Xətai m.,3,165,14,19,new,Yes,Yes,420000
4992451,xetai,Həzi Aslanov m.,2,88,4,14,new,Yes,Yes,179000
4992395,xetai,Həzi Aslanov m.,3,88,13,17,new,Yes,Yes,172000
4992433,xetai,Şah İsmayıl Xətai m.,4,165,7,16,new,No,Yes,375000
4715796,xetai,Şah İsmayıl Xətai m.,4,204,6,18,new,Yes,Yes,430000
4992407,xetai,Ağ şəhər q.,4,90,6,7,new,Yes,Yes,320000
4992384,xetai,Əhmədli q.,3,66,3,14,new,Yes,Yes,180000
4992363,xetai,Həzi Aslanov m.,4,155,16,17,new,Yes,Yes,225000
4992354,xetai,Şah İsmayıl Xətai m.,4,190,15,18,new,Yes,Yes,500000
4889409,xetai,Şah İsmayıl Xətai m.,3,140,15,17,new,Yes,Yes,340000
4992330,xetai,Xalqlar Dostluğu m.,2,87,11,11,new,Yes,Yes,155000
4992324,xetai,Əhmədli q.,3,78,8,9,old,No,Yes,138000
4992319,xetai,Həzi Aslanov m.,2,60,13,16,new,Yes,Yes,178000
4907913,xetai,Həzi Aslanov m.,3,110,5,19,new,Yes,No,260000
4911641,xetai,Xətai r.,2,65,9,18,new,Yes,Yes,155000
4992248,xetai,Həzi Aslanov m.,3,69,9,9,old,Yes,Yes,150000
4914294,xetai,Həzi Aslanov m.,3,60,5,10,new,Yes,No,137000
4992222,xetai,Şah İsmayıl Xətai m.,1,59,12,17,new,Yes,Yes,175000
4992211,xetai,Xətai r.,3,87,6,19,new,Yes,Yes,235000
4914250,xetai,Ağ şəhər q.,3,120,7,7,new,Yes,Yes,480000
4992198,xetai,Xalqlar Dostluğu m.,2,77,2,13,old,Yes,Yes,149000
4992194,xetai,Həzi Aslanov q.,3,98,5,17,new,Yes,No,220000
4992183,xetai,Həzi Aslanov q.,2,40,9,9,old,Yes,Yes,75000
4877118,xetai,Həzi Aslanov m.,4,100,5,9,old,Yes,Yes,175000
4992164,xetai,Şah İsmayıl Xətai m.,3,130,12,18,new,No,No,325000
4992162,xetai,Əhmədli m.,3,60,5,9,old,Yes,Yes,143000
4992156,xetai,Həzi Aslanov m.,3,111,14,17,new,Yes,Yes,255000
4992142,xetai,Xalqlar Dostluğu m.,2,52,14,14,new,Yes,Yes,125000
4992146,xetai,Şah İsmayıl Xətai m.,3,166,10,18,new,No,Yes,450000
4914472,xetai,Əhmədli m.,2,91,10,12,new,No,No,194000
4973857,xetai,Xətai r.,2,64,19,19,new,Yes,Yes,139000
4992087,xetai,Həzi Aslanov m.,3,70,3,9,old,Yes,Yes,185000
4906092,xetai,Həzi Aslanov m.,3,88,3,16,new,Yes,Yes,180000
3581550,xetai,Şah İsmayıl Xətai m.,3,140,15,16,new,Yes,Yes,330000
4472867,xetai,Həzi Aslanov m.,3,115,11,17,new,Yes,Yes,232000
4992032,xetai,Həzi Aslanov m.,3,88,14,17,new,Yes,Yes,225000
4992021,xetai,Həzi Aslanov m.,2,70,8,16,new,Yes,Yes,165000
3702226,xetai,Şah İsmayıl Xətai m.,3,125,6,16,new,Yes,Yes,350000
4992001,xetai,Həzi Aslanov m.,2,92,17,17,new,Yes,Yes,145000
4991987,xetai,Xətai r.,3,70,5,5,old,Yes,Yes,130000
4891618,xetai,Xətai r.,2,94,7,21,new,Yes,No,270000
4991956,xetai,Həzi Aslanov m.,2,62,3,17,new,Yes,Yes,180000
4913330,xetai,Ağ şəhər q.,2,65,10,20,new,Yes,No,400000
4991919,xetai,Həzi Aslanov m.,3,113,14,18,new,Yes,Yes,240000
4914470,xetai,Şah İsmayıl Xətai m.,2,93,7,18,new,Yes,No,270000
4991895,xetai,Həzi Aslanov m.,3,82,16,20,new,Yes,Yes,200000
4991876,xetai,Şah İsmayıl Xətai m.,3,122,7,17,new,Yes,No,430000
4991835,xetai,Şah İsmayıl Xətai m.,7,1100,24,28,new,No,Yes,2200000
4991827,xetai,Həzi Aslanov m.,3,89,8,13,new,Yes,Yes,225000
4991816,xetai,Həzi Aslanov m.,3,120,3,16,new,Yes,Yes,265000
4840782,xetai,Xətai r.,5,115,5,9,old,Yes,Yes,179000
4828361,xetai,Şah İsmayıl Xətai m.,3,145,12,18,new,Yes,Yes,390000
4991767,xetai,Həzi Aslanov m.,2,70,8,17,new,Yes,Yes,163000
4991746,xetai,Həzi Aslanov m.,3,85,7,9,old,Yes,Yes,158000
4991719,xetai,Əhmədli m.,3,80,3,18,new,Yes,Yes,143000
4991717,xetai,Əhmədli q.,2,47.7,6,9,old,Yes,Yes,130000
4716207,xetai,Şah İsmayıl Xətai m.,4,204,6,18,new,Yes,No,430000
4991702,xetai,Həzi Aslanov m.,4,100,6,9,old,Yes,Yes,207000
4847821,xetai,Həzi Aslanov m.,3,84.4,17,17,new,No,Yes,170000
4991673,xetai,Həzi Aslanov m.,3,98,8,11,new,Yes,Yes,225000
4991649,xetai,Həzi Aslanov m.,3,90,8,16,new,Yes,Yes,225000
4991650,xetai,Həzi Aslanov m.,2,62,13,17,new,Yes,Yes,148000
4955216,xetai,Əhmədli m.,3,77,18,18,new,Yes,No,98000
4991647,xetai,Şah İsmayıl Xətai m.,2,68,3,19,new,Yes,No,295000
4790802,xetai,Həzi Aslanov m.,2,65,8,9,old,Yes,Yes,118000
4991599,xetai,Xətai r.,2,68,11,18,new,Yes,Yes,135000
4745501,xetai,Həzi Aslanov m.,3,124,3,17,new,Yes,Yes,227000
4775231,xetai,Əhmədli q.,3,80,12,20,new,Yes,Yes,200000
4991580,xetai,Həzi Aslanov m.,2,51,7,15,new,Yes,Yes,146000
4855115,xetai,Əhmədli m.,2,65,2,9,old,Yes,Yes,140000
4991557,xetai,Həzi Aslanov m.,3,90,8,11,new,Yes,Yes,225000
4862616,xetai,Həzi Aslanov m.,3,80,5,9,old,Yes,Yes,185000
4663138,xetai,Şah İsmayıl Xətai m.,3,156,7,18,new,Yes,Yes,370000
4991522,xetai,Əhmədli q.,2,65,5,5,old,Yes,Yes,118000
4845202,xetai,Həzi Aslanov m.,3,130,3,12,new,Yes,Yes,285000
4280818,xetai,Köhnə Günəşli q.,3,80,14,16,new,Yes,Yes,176000
4991476,xetai,Xətai r.,2,65,8,9,old,Yes,Yes,118000
4991451,xetai,Həzi Aslanov m.,2,62,13,17,new,Yes,Yes,148000
4991450,xetai,Əhmədli m.,1,66.5,7,14,new,No,Yes,142500
4991445,xetai,Əhmədli m.,2,84,8,17,new,Yes,Yes,173000
4819572,xetai,Həzi Aslanov m.,2,100,12,13,new,Yes,No,179000
4991425,xetai,Əhmədli q.,3,126,9,19,new,Yes,Yes,255000
4991422,xetai,Həzi Aslanov m.,3,80,6,9,old,Yes,Yes,170000
4991408,xetai,Həzi Aslanov m.,3,99,8,15,new,Yes,No,219000
4991392,xetai,Xətai r.,3,82,1,10,old,Yes,Yes,185000
4531725,xetai,Şah İsmayıl Xətai m.,3,140,7,16,new,Yes,Yes,320000
4991344,xetai,Əhmədli m.,2,91,10,12,new,Yes,Yes,195000
4991336,xetai,Həzi Aslanov m.,3,95,9,17,new,Yes,Yes,233000
4991298,xetai,Əhmədli q.,3,75,7,9,old,Yes,Yes,162000
4991295,xetai,Əhmədli m.,2,60,17,18,new,Yes,No,134000
4911212.html,xetai,Həzi Aslanov m.,3,121,3,18,new,Yes,Yes,245000
4991276,xetai,Həzi Aslanov m.,4,120,3,16,new,Yes,Yes,265000
4991248,xetai,Həzi Aslanov m.,3,85,9,9,old,Yes,Yes,153000
4991240,xetai,Həzi Aslanov m.,2,82,2,13,new,No,No,139000
4991239,xetai,Həzi Aslanov m.,2,74,8,13,new,No,No,135000
4699929,xetai,Əhmədli m.,2,65,9,17,new,Yes,No,163000
4842948,xetai,Şah İsmayıl Xətai m.,2,80,6,17,new,Yes,No,260000
4782183,xetai,Şah İsmayıl Xətai m.,3,130,15,20,new,Yes,Yes,330000
3886026,xetai,Şah İsmayıl Xətai m.,3,142,11,19,new,Yes,Yes,395000
4991211,xetai,Əhmədli m.,3,90,2,14,new,Yes,Yes,232000
4914615,xetai,Həzi Aslanov m.,3,80,6,9,old,Yes,Yes,168000
4865644,xetai,Həzi Aslanov m.,2,60,6,12,new,Yes,Yes,130000
4767948,xetai,Şah İsmayıl Xətai m.,4,165,20,21,new,Yes,Yes,530000
4626245,xetai,Xətai r.,4,158,11,17,new,No,Yes,264000
4577909,xetai,Həzi Aslanov m.,4,133,7,15,new,Yes,Yes,278000
4588705,xetai,Xətai r.,4,130,2,7,new,Yes,No,275000
4657865,xetai,Həzi Aslanov m.,2,58,3,13,new,Yes,No,125000
4991110,xetai,Həzi Aslanov m.,3,120,4,13,new,Yes,Yes,309000
4931302,xetai,Həzi Aslanov m.,2,60,9,9,old,Yes,Yes,104000
4991107,xetai,Həzi Aslanov m.,3,75,9,9,old,Yes,Yes,153000
4873810,xetai,Həzi Aslanov m.,4,110,9,9,new,Yes,Yes,185000
4760191,xetai,Əhmədli q.,2,76,7,20,new,Yes,Yes,185000
4715004,xetai,Əhmədli q.,2,55,5,19,new,Yes,Yes,149000
4637055,xetai,Əhmədli q.,3,110,4,20,new,No,Yes,215000
4756405,xetai,Xətai r.,2,80.5,8,12,new,Yes,Yes,155000
4991052,xetai,Həzi Aslanov q.,2,80.5,7,12,new,Yes,Yes,155000
4991050,xetai,Həzi Aslanov m.,2,60,1,19,old,Yes,Yes,105000
4991043,xetai,Həzi Aslanov m.,3,90,11,15,new,Yes,Yes,228000
4622424,xetai,Əhmədli m.,4,185,7,16,new,Yes,Yes,405000
4845872,xetai,Xətai r.,3,83,14,18,new,Yes,Yes,179000
4912047,xetai,Xətai r.,3,136,4,16,new,Yes,No,425000
4991036,xetai,Həzi Aslanov q.,4,110,1,9,old,Yes,Yes,205000
4657994,xetai,Həzi Aslanov m.,1,25,4,9,old,Yes,Yes,52000
4295409,xetai,Şah İsmayıl Xətai m.,3,100,4,19,new,Yes,Yes,260000
4914012,xetai,Şah İsmayıl Xətai m.,4,147,14,21,new,Yes,Yes,530000
4991023,xetai,Həzi Aslanov m.,3,111,3,18,new,Yes,Yes,245000
